REF-ITEM+7Digital-ID	REF-TEMPO	REF-CLASS
track-Duran+Duran+Planet+Earth-8707031	131.000000	3.000000
track-Duran+Duran+Rio-6863617	141.000000	3.000000
track-Dwele+Find+A+Way-4516375	98.500000	2.000000
track-EPMD+Right+Now-508052	95.000000	1.000000
track-EVE+6+Promise-3302257	108.000000	2.000000
track-Eagle-Eye+Cherry+Save+Tonight-165922	120.500000	2.000000
track-Eagles+Busy+Being+Fabulous-1761424	100.500000	2.000000
track-Earlene+Bentley+I'm+Living+My+Own+Life-1818385	131.000000	3.000000
track-Eddie+Floyd+I've+Never+Found+A+Girl-2991234	109.500000	2.000000
track-Eddie+Kendricks+Date+With+The+Rain-770045	125.000000	2.000000
track-Eddie+Money+Two+Tickets+To+Paradise-4877526	131.000000	3.000000
track-Eddie+Money+Walk+On+Water-4877520	119.000000	2.000000
track-Eddie+Murphy+Party+All+The+Time-7781327	133.000000	2.000000
track-Eddie+Rabbitt+Suspicions-6686943	73.000000	1.000000
track-Eddie+Vedder+Hard+Sun-5291934	39.500000	1.000000
track-Eddy+Arnold+I+Want+To+Go+With+You-3354408	72.000000	1.000000
track-Eddy+Arnold+Just+Call+Me+Lonesome-3014991	106.500000	1.000000
track-Eddy+Grant+Electric+Avenue-3048624	122.000000	2.000000
track-Eddy+Herrera+Como+Llora+Mi+Alma-2510051	137.000000	3.000000
track-Eddy+Herrera+Culpables-9483330	149.000000	3.000000
track-Eddy+Herrera+No+Le+Cuentes-9483327	130.000000	3.000000
track-Eddy+Herrera+Tu+Eres+Ajena-9483320	134.500000	3.000000
track-Edwin+McCain+I'll+Be-5840262	46.000000	1.000000
track-Edwin+Starr+Stop+Her+on+Sight-2242630	143.500000	3.000000
track-Edwin+Starr+There+You+Go-1071042	74.000000	2.000000
track-Edwin+Starr+Twenty-Five+Miles-2242631	127.500000	2.000000
track-El+Gran+Combo+de+Puerto+Rico+Mi+Gorda+Bonita-5411160	101.000000	2.000000
track-El+Gran+Combo+de+Puerto+Rico+Yo+No+Mendigo+Amor-5621562	93.000000	2.000000
track-El+Gringo+de+la+Bachata+Como+Duele-5423755	123.000000	2.000000
track-El+Gringo+de+la+Bachata+Tratare-5423752	128.000000	3.000000
track-Electric+Light+Orchestra+Hold+On+Tight-13876365	144.500000	3.000000
track-Electric+Light+Orchestra+Turn+To+Stone-13876361	141.000000	2.000000
track-Electrik+Red+So+Good-5262373	90.000000	2.000000
track-Eli+Young+Band+Always+The+Love+Songs-3872635	76.000000	1.000000
track-Elton+John+Electricity-143682	69.000000	1.000000
track-Elton+John+I+Guess+That's+Why+They+Call+It+The+Blues-717711	80.500000	1.000000
track-Elton+John+Someone+Saved+My+Life+Tonight-987516	65.000000	1.000000
track-Elvis+Crespo+Pintame-4795439	123.500000	3.000000
track-Elvis+Presley+Bossa+Nova+Baby-7503768	107.000000	3.000000
track-Elvis+Presley+Rock+A+Hula+Baby-3321908	184.500000	3.000000
track-Elvis+Presley+That's+Someone+You+Never+Forget-3298709	59.500000	1.000000
track-Emerson+Hart+I+Wish+The+Best+For+You-1161274	79.000000	2.000000
track-Eminem+Ass+Like+That-162776	81.000000	1.000000
track-Eminem+Hailie's+Song-148207	81.000000	1.000000
track-Eminem+Role+Model-147903	91.000000	2.000000
track-En+Vogue+Love+Don't+Love+You-7466527	108.000000	2.000000
track-Enigma+Return+to+Innocence-314008	88.000000	1.000000
track-Enrique+Iglesias+Lloro+Por+Ti-2355900	79.000000	1.000000
track-Enya+Only+If-1408633	120.000000	2.000000
track-Enya+Orinoco+Flow-7157130	116.500000	1.000000
track-Enya+The+Magic+of+the+Night-521018	95.000000	2.000000
track-Erasure+Love+To+Hate+You-86657	120.000000	3.000000
track-Eric+Carmen+Boats+Against+the+Current-4276226	56.000000	1.000000
track-Eric+Carmen+Change+of+Heart-4890681	101.500000	2.000000
track-Eric+Carmen+Reason+To+Try-4890738	123.000000	3.000000
track-Eric+Church+Guys+Like+Me-407334	79.000000	2.000000
track-Eric+Church+Love+Your+Love+The+Most-6724220	75.000000	1.000000
track-Eric+Clapton+Cocaine-1492187	52.000000	2.000000
track-Eric+Clapton+Let+It+Grow-158129	77.500000	2.000000
track-Eric+Clapton+Tears+In+Heaven-1515377	77.000000	1.000000
track-Eric+Clapton+Wonderful+Tonight-1492191	47.000000	1.000000
track-Eric+Johnson+Righteous-1547521	94.000000	3.000000
track-Eric+Johnson+Trademark-1547518	121.000000	2.000000
track-Eruption+I+Can't+Stand+The+Rain-3522565	108.000000	2.000000
track-Erykah+Badu+Back+In+The+Day-276376	92.000000	2.000000
track-Erykah+Badu+Next+Lifetime-1448	65.000000	1.000000
track-Evanescence+My+Immortal-6521478	75.000000	1.000000
track-Evelyn+"Champagne"+King+I'm+In+Love-3317132	115.000000	2.000000
track-Evelyn+"Champagne"+King+I+Don't+Know+If+It's+Right-3317128	125.500000	2.000000
track-Everclear+Father+Of+Mine-7582	98.000000	2.000000
track-Extreme+Hip+Today-166339	82.000000	2.000000
track-Extreme+Kid+Ego-307386	86.500000	1.000000
track-FM+Static+Take+Me+As+I+Am-4572014	130.000000	2.000000
track-Failure+Stuck+On+You-8440411	71.000000	2.000000
track-Faith+No+More+Epic-1434881	87.500000	2.000000
track-Fee+Glorious+One-3742594	82.000000	2.000000
track-Fergie+Big+Girls+Don't+Cry-1137955	112.500000	2.000000
track-Fern+Kinney+Groove+Me-6756489	108.000000	2.000000
track-Ferras+Hollywood's+Not+America-2204435	77.000000	1.000000
track-Field+Mob+Baby+Bend+Over-406537	100.000000	2.000000
track-Fine+Young+Cannibals+Don't+Look+Back-6766301	140.000000	3.000000
track-Fine+Young+Cannibals+Good+Thing-6766294	165.000000	3.000000
track-Finger+Eleven+One+Thing-6572778	76.000000	1.000000
track-Finger+Eleven+Paralyzer-9711668	106.000000	2.000000
track-Finley+Quaye+Sunday+Shining-3162054	102.000000	2.000000
track-Fiona+Apple+Criminal-3188763	90.000000	2.000000
track-Fiona+Apple+Never+Is+A+Promise-3188766	62.500000	1.000000
track-Fireflight+You+Gave+Me+A+Promise-4761062	171.000000	3.000000
track-Firehouse+All+She+Wrote-3166393	126.000000	2.000000
track-Firehouse+I+Live+My+Life+for+You-3158634	36.000000	1.000000
track-First+Choice+Newsy+Neighbors-730730	126.000000	2.000000
track-Fleetwood+Mac+Go+Your+Own+Way-1089239	136.000000	2.000000
track-Flyleaf+All+Around+Me-2084851	74.000000	1.000000
track-Foo+Fighters+Long+Road+To+Ruin-6788026	147.000000	3.000000
track-For+Real+Like+I+Do-3300659	113.000000	2.000000
track-Foreigner+I+Want+to+Know+What+Love+Is-3246230	82.000000	1.000000
track-Forever+The+Sickest+Kids+She's+A+Lady-3021790	162.000000	3.000000
track-Frankie+J+Don't+Wanna+Try-4886678	68.500000	1.000000
track-Frankie+J+How+To+Deal-4886691	63.000000	1.000000
track-Frankie+J+We+Still-3223613	60.000000	1.000000
track-Frankie+Lymon+It's+Christmas+Once+Again-11552767	81.500000	1.000000
track-Freda+Payne+Cherish+What+Is+Dear+To+You-4459487	132.000000	3.000000
track-Freddie+Jackson+You+Are+My+Lady-1573595	92.000000	1.000000
track-Freddy+Fender+Before+The+Next+Teardrop+Falls-6790350	93.000000	1.000000
track-French+Affair+My+Heart+Goes+Boom-8645063	124.000000	2.000000
track-From+First+To+Last+Worlds+Away-2576663	86.000000	2.000000
track-Fuel+Falls+On+Me-10563001	82.500000	1.000000
track-Fuel+Wasted+Time-3742818	83.000000	2.000000
track-Fulanito+Cotorra-2703148	156.500000	3.000000
track-Fulanito+Mira-2703119	159.000000	3.000000
track-Fulanito+Pecho+a+Pechuga-5906285	155.000000	3.000000
track-Fulanito+Rakina-2703124	155.500000	3.000000
track-Fulanito+Ya+Es+Ajena-2706199	129.000000	3.000000
track-GS+Boyz+Booty+Dew-5289682	75.000000	1.000000
track-Garbage+Only+Happy+When+It+Rains-89321	121.000000	2.000000
track-Garbage+Queer-89320	95.000000	2.000000
track-Garbage+Special-89335	132.000000	2.000000
track-Garnett+Silk+Splashing+Dashing-2042371	82.000000	2.000000
track-Garrison+Starr+Superhero-4344092	137.000000	2.000000
track-Gary+Allan+She's+So+California-4108614	130.000000	2.000000
track-Gary+Numan+Cars-6544872	67.000000	2.000000
track-Genesis+Land+Of+Confusion-1393855	110.500000	3.000000
track-Genesis+Throwing+It+All+Away-1393863	42.000000	1.000000
track-George+Harrison+What+Is+Life-1775787	131.000000	2.000000
track-George+Michael+Monkey-12143650	98.000000	2.000000
track-George+Strait+I'd+Like+To+Have+That+One+Back-2184698	80.000000	1.000000
track-George+Strait+I+Know+What+I+Want+For+Christmas-576816	94.500000	1.000000
track-George+Strait+If+I+Know+Me-2184689	68.500000	1.000000
track-Geri+Halliwell+Look+At+Me-1949678	146.000000	3.000000
track-Gian+Marco+Lamento-3225488	67.000000	2.000000
track-Giggles+Love+Letter-2752922	116.000000	2.000000
track-Gilbert+O'Sullivan+Clair-15380591	52.000000	1.000000
track-Gilberto+Santa+Rosa+Que+Alguien+Me+Diga-4268522	84.500000	1.000000
track-Gin+Blossoms+Learning+The+Hard+Way-5117572	143.500000	2.000000
track-Ginuwine+I'm+In+Love-3464432	63.000000	1.000000
track-Ginuwine+In+Those+Jeans-3529465	63.000000	1.000000
track-Ginuwine+There+It+Is-3140168	104.000000	1.000000
track-Giorgio+Moroder+From+Here+To+Eternity-16056976	129.500000	3.000000
track-Gisselle+A+Que+Vuelve-5599366	143.000000	3.000000
track-Gisselle+Huele+A+Peligro-4613695	143.000000	3.000000
track-Gisselle+Lo+Mio+Es+Mio-5616483	142.000000	3.000000
track-Gisselle+Quiero+Estar+Contigo-5348156	150.000000	3.000000
track-Glen+Campbell+Blue+Christmas-10348303	90.000000	1.000000
track-Glenn+Jones+Stay-3416050	92.000000	2.000000
track-Glenn+Miller+It+must+be+jelly-3321014	178.500000	2.000000
track-Glenn+Miller+Song+Of+The+Volga+Boatmen-627986	63.000000	1.000000
track-Gloria+Estefan+Cherchez+La+Femme-3119392	117.000000	2.000000
track-Gloria+Estefan+Christmas+Through+Your+Eyes-3140687	151.000000	1.000000
track-Gloria+Estefan+Get+On+Your+Feet-12638738	62.000000	3.000000
track-Gloria+Estefan+Here+We+Are-12638736	71.500000	1.000000
track-Go+West+Eye+To+Eye-254833	115.500000	2.000000
track-Go+West+King+Of+Wishful+Thinking-3792761	108.000000	2.000000
track-Goldfinger+Here+In+Your+Bedroom-6353662	172.000000	3.000000
track-Goldfinger+Mable-6353663	141.000000	3.000000
track-Grace+Jones+Do+Or+Die-436	130.000000	3.000000
track-Gravity+Kills+Enough-11471649	132.000000	3.000000
track-Greg+Kihn+Breakup+Song-2513887	145.000000	3.000000
track-Groove+Theory+Tell+Me-3142480	93.000000	2.000000
track-Grupo+Mania+Bajo+La+Lluvia-5599022	125.000000	3.000000
track-Guns+N'+Roses+Civil+War-164665	69.500000	1.000000
track-Guns+N'+Roses+Don't+Cry-164652	63.000000	1.000000
track-Guns+N'+Roses+Paradise+City-2234320	99.000000	2.000000
track-Guns+N'+Roses+Pretty+Tied+Up-164672	141.500000	3.000000
track-Guns+N'+Roses+Yesterdays-164667	85.000000	2.000000
track-Guy+Lombardo+Seems+Like+Old+Times-558885	61.000000	1.000000
track-Haddaway+What+Is+Love-3418563	124.000000	3.000000
track-Halford+Drive-2252893	137.000000	3.000000
track-Hawk+Nelson+Friend+Like+That-2349171	164.000000	3.000000
track-Hawk+Nelson+One+Little+Miracle-2349173	76.000000	1.000000
track-Heart+Alone-273761	88.000000	2.000000
track-Heart+Who+Will+You+Run+To-273762	116.000000	2.000000
track-Heather+Headley+I+Wish+I+Wasn't-3329368	126.500000	3.000000
track-Heather+Nova+Walk+This+World-5104265	86.000000	2.000000
track-Helen+Reddy+Candle+On+The+Water-346328	66.000000	1.000000
track-Helen+Reddy+I+Don't+Know+How+to+Love+Him-11883189	73.500000	1.000000
track-Helen+Reddy+Keep+On+Singing-233208	85.000000	2.000000
track-Helen+Reddy+Somewhere+In+The+Night-351345	85.000000	2.000000
track-Henry+Lee+Summer+I+Wish+I+Had+A+Girl-3143025	123.500000	2.000000
track-Henry+Mancini+Moon+River-13376370	80.000000	1.000000
track-Herman's+Hermits+Can't+You+Hear+My+Heartbeat-9973642	134.000000	2.000000
track-Hilary+Duff+Wake+Up-4019205	121.000000	2.000000
track-Hinder+Up+All+Night-3705949	97.000000	2.000000
track-Hitman+Sammy+Sam+Step+Daddy-282858	119.000000	2.000000
track-Holly+Dunn+Daddy's+Hands-7465303	76.500000	2.000000
track-Holly+Dunn+Only+When+I+Love-7465304	78.000000	1.000000
track-Holly+Dunn+Strangers+Again-6822712	80.000000	1.000000
track-Hoobastank+If+I+Were+You-400692	77.000000	1.000000
track-Hoobastank+The+Reason-497438	83.000000	1.000000
track-Hot+Chocolate+You+Sexy+Thing-242573	107.000000	2.000000
track-Howard+Jones+Lift+Me+Up-2256291	109.500000	2.000000
track-Howard+Jones+Like+To+Get+To+Know+You+Well-2256281	98.000000	2.000000
track-Humble+Pie+I+Don't+Need+No+Doctor-6894123	147.000000	2.000000
track-I+Wayne+Lava+Ground-1385258	82.500000	2.000000
track-Ice+Cube+It+Was+A+Good+Day-275800	83.000000	2.000000
track-Il+Divo+When+A+Child+Is+Born-13065657	58.000000	1.000000
track-Incognito+Always+There-5546011	114.500000	2.000000
track-Incubus+Oil+And+Water-3491765	62.000000	2.000000
track-Incubus+Pardon+Me-3165722	132.000000	2.000000
track-India.Arie+Can+I+Walk+With+You-1196613	119.500000	2.000000
track-India.Arie+There's+Hope-417142	84.000000	2.000000
track-Indigo+Girls+CLOSER+TO+FINE-3988843	98.500000	2.000000
track-Inner+Circle+Not+About+Romance-129214	96.000000	2.000000
track-Inward+Eye+Day+After+Day-6023488	184.000000	3.000000
track-Iron+Maiden+Wrathchild-346897	105.000000	2.000000
track-Iyaz+Replay-6313982	91.000000	2.000000
track-J.+Holiday+Bed-1432020	64.000000	1.000000
track-J.+Holiday+It's+Yours-4377555	59.000000	1.000000
track-JC+Chasez+Build+My+World-5828522	72.000000	1.000000
track-JS+Love+Angel-496537	88.000000	2.000000
track-Ja+Rule+Clap+Back-218929	97.000000	2.000000
track-Jack+Johnson+Breakdown-85568	75.000000	1.000000
track-Jack+Johnson+Hope-2706186	86.500000	2.000000
track-Jack+Johnson+Upside+Down-343787	103.000000	2.000000
track-Jackie+DeShannon+Put+A+Little+Love+In+Your+Heart-2033105	97.000000	1.000000
track-Jagged+Edge+Goodbye-12906123	123.000000	2.000000
track-Jagged+Edge+Promise-12906077	64.000000	1.000000
track-Jagged+Edge+Whole+Town+Laughing-1391446	64.000000	1.000000
track-James+Blunt+Carry+You+Home-1359069	83.000000	1.000000
track-James+Blunt+You're+Beautiful-1401926	82.500000	2.000000
track-James+Taylor+Mexico-536534	117.000000	2.000000
track-James+Taylor+Up+On+The+Roof-3141037	93.000000	1.000000
track-Jamiroquai+Deeper+Underground-3527401	120.000000	3.000000
track-Janet+Jackson+Again-464870	66.000000	1.000000
track-Janet+Jackson+Come+Back+To+Me-4561522	78.000000	1.000000
track-Janet+Jackson+I+Want+You-458707	71.000000	2.000000
track-Janet+Jackson+If-464857	106.000000	2.000000
track-Janet+Jackson+Nasty-857430	103.500000	2.000000
track-Janis+Ian+In+The+Winter-6253241	74.000000	1.000000
track-Jars+Of+Clay+Work-5830201	132.000000	2.000000
track-Jason+Fioto+Time+To+Go-5017139	77.000000	1.000000
track-Jason+Michael+Carroll+Where+I'm+From-4958548	75.000000	1.000000
track-Javier+Crazy-374891	90.500000	1.000000
track-Jay-Jay+Johanson+Automatic+Lover-3297206	125.000000	3.000000
track-Jefferson+Airplane+Mexico-3464181	85.000000	1.000000
track-Jennifer+Brown+Alive-3411963	99.000000	2.000000
track-Jermaine+Jackson+Daddy's+Home-3333416	54.000000	1.000000
track-Jermaine+Jackson+Don't+Take+It+Personal-8570231	95.000000	2.000000
track-Jermaine+Jackson+Dynamite-10443543	191.000000	3.000000
track-Jermaine+Jackson+I'm+Just+Too+Shy-717644	107.500000	2.000000
track-Jermaine+Jackson+Let+Me+Tickle+Your+Fancy-717648	128.000000	2.000000
track-Jerry+Lee+Lewis+Great+Balls+of+Fire-13409028	169.000000	3.000000
track-Jerry+Lee+Lewis+Over+the+Rainbow-12937673	77.000000	1.000000
track-Jerry+Rivera+Quiero-9468172	80.000000	1.000000
track-Jerzee+Monet+Most+High-496686	95.000000	2.000000
track-Jesse+Cook+Bogota+By+Bus-6815831	98.000000	2.000000
track-Jesse+Green+NICE+AND+SLOW-7232134	110.500000	2.000000
track-Jesse+Johnson+I+Want+My+Girl-510639	85.000000	1.000000
track-Jessica+Simpson+Angels-3727794	75.000000	1.000000
track-Jessica+Simpson+Come+On+Over-3566958	110.000000	2.000000
track-Jessica+Simpson+Pray+Out+Loud-3566965	81.000000	2.000000
track-Jet+Look+What+You've+Done-1139588	74.000000	1.000000
track-Jigsaw+Sky+High-8589420	135.000000	2.000000
track-Jill+Sobule+I+Kissed+a+Girl-8439655	91.000000	2.000000
track-Jimmie+Rodgers+Secretly-6917088	77.000000	1.000000
track-Jimmy+'Bo'+Horne+Is+It+In-11721306	117.000000	2.000000
track-Jimmy+Dean+Dear+Ivan-8994022	62.500000	1.000000
track-Jimmy+Dean+Little+Black+Book-3276471	156.000000	2.000000
track-Jimmy+Eat+World+Let+It+Happen-1628000	156.000000	3.000000
track-Jimmy+Jones+Handy+Man-14200123	74.000000	3.000000
track-Jimmy+Needham+Fence+Riders-446332	89.000000	2.000000
track-Jimmy+Needham+Hurricane-4196932	70.000000	1.000000
track-Joe+Cocker+Chain+Of+Fools-3000296	117.000000	2.000000
track-Joe+Jones+You+Talk+Too+Much-14970371	60.000000	1.000000
track-Joe+Nichols+I'll+Wait+For+You-12723242	72.000000	1.000000
track-Joe+Nichols+It+Ain't+No+Crime-1390423	107.000000	2.000000
track-Joe+Walsh+Ordinary+Average+Guy-3157509	86.000000	2.000000
track-John+Denver+Rocky+Mountain+High-4313406	73.000000	2.000000
track-John+Fred+&+His+Playboy+Band+Judy+In+Disguise-2517897	166.000000	3.000000
track-John+Mayer+Waiting+On+The+World+To+Change-3528925	88.000000	1.000000
track-John+Mellencamp+My+Sweet+Love-5590801	110.500000	2.000000
track-John+Waller+Still+Calls+Me+Son-5466560	73.000000	1.000000
track-Johnny+Cash+Sunday+Morning+Coming+Down-3220296	86.000000	2.000000
track-Johnny+Lee+Hey+Bartender-5131962	154.000000	2.000000
track-Johnny+Mathis+It's+Not+For+Me+To+Say-4729138	76.000000	1.000000
track-Johnny+Nash+Hold+Me+Tight-5046321	89.000000	2.000000
track-Johnny+Nash+Stir+It+Up-5046332	86.000000	1.000000
track-Jon+Secada+Do+You+Believe+in+Us-253654	108.000000	2.000000
track-Jon+Secada+Too+Late,+Too+Soon-1549188	78.500000	1.000000
track-Jon+Secada+Where+Do+I+Go+From+You-303526	70.000000	1.000000
track-Jonas+Brothers+Burnin'+Up-3579126	114.000000	2.000000
track-Jonas+Brothers+Tonight-3579130	156.000000	3.000000
track-Joni+James+Why+Don't+You+Believe+Me-5302055	81.500000	1.000000
track-Jonny+Diaz+More+Beautiful+You-5089915	78.000000	2.000000
track-Jonny+Diaz+Stand+for+You-5089918	122.000000	2.000000
track-Jonny+Lang+Missing+Your+Love-166247	85.000000	1.000000
track-Joshua+Kadison+Jessie-237422	71.000000	1.000000
track-Joss+Stone+Right+to+Be+Wrong-217011	73.500000	2.000000
track-Joss+Stone+You+Had+Me-15423946	102.000000	2.000000
track-Journey+Any+Way+You+Want+It-3481733	134.000000	2.000000
track-Journey+I'll+Be+Alright+Without+You-3481732	48.000000	2.000000
track-Juan+Luis+Guerra+Como+Yo-1827861	153.000000	3.000000
track-Juanes+Para+Tu+Amor-497121	48.000000	1.000000
track-Justin+Timberlake+Still+On+My+Brain-4454998	65.000000	1.000000
track-K-OS+Man+I+Used+To+Be-3113801	100.000000	2.000000
track-KC+And+The+Sunshine+Band+Get+Down+Tonight-13379593	113.500000	3.000000
track-KT+Tunstall+Black+Horse+And+The+Cherry+Tree-24834	105.000000	3.000000
track-Kaci+Brown+Instigator-3812594	82.500000	2.000000
track-Kansas+Play+The+Game+Tonight-3220555	118.000000	2.000000
track-Kate+Smith+Silver+Bells-3369040	92.500000	1.000000
track-Kate+Voegele+Inside+Out-4921577	108.000000	2.000000
track-Katharine+McPhee+Over+It-5466466	133.500000	2.000000
track-Kathy+Mattea+Untold+Stories-5334519	186.500000	2.000000
track-Kathy+Mattea+Walk+The+Way+The+Wind+Blows-5334538	61.000000	1.000000
track-Katy+Perry+I+Kissed+A+Girl-3237369	130.000000	2.000000
track-Katy+Perry+Thinking+Of+You-3549465	74.000000	1.000000
track-Keith+Murray+Candi+Bar-3330775	90.000000	2.000000
track-Keith+Urban+I+Told+You+So-1832846	106.000000	2.000000
track-Keith+Urban+Making+Memories+Of+Us-1832851	104.000000	1.000000
track-Keith+Urban+Your+Everything-1832873	70.000000	1.000000
track-Kellie+Pickler+Best+Days+Of+Your+Life-3663016	127.000000	1.000000
track-Kellie+Pickler+Didn't+You+Know+How+Much+I+Loved+You-3527529	69.000000	1.000000
track-Kellie+Pickler+I+Wonder-3527530	61.500000	1.000000
track-Kelly+Marie+Love's+Got+A+Hold+On+You-8231222	128.000000	3.000000
track-Kenny+Chesney+Big+Star-3299660	121.000000	2.000000
track-Kenny+G+Songbird-8834868	46.000000	1.000000
track-Kenny+Loggins+Danger+Zone-3158162	157.000000	2.000000
track-Kenny+Rogers+Coward+Of+The+County-3984371	91.000000	2.000000
track-Kenny+Rogers+Lucille-3728799	47.000000	1.000000
track-Kenny+Rogers+The+Gambler-815742	89.000000	2.000000
track-Kevin+Ceballo+Por+Eso+Te+Quiero-4126832	169.000000	3.000000
track-Keyshia+Cole+I+Should+Have+Cheated-3332336	65.000000	1.000000
track-Kid+Rock+All+Summer+Long-5679332	103.000000	3.000000
track-Kid+Rock+Bawitdaba-2876254	93.000000	2.000000
track-Kid+Sister+Right+Hand+Hi-7314325	126.000000	3.000000
track-Kim+Carnes+Mistaken+Identity-2214125	51.000000	1.000000
track-Kindred+the+Family+Soul+Far+Away-8827726	83.500000	1.000000
track-Kings+of+Leon+Notion-3570506	71.000000	1.000000
track-Kiss+Shout+It+Out+Loud-3701256	136.000000	2.000000
track-Korn+Falling+Away+From+Me-3566182	104.500000	2.000000
track-Kula+Shaker+Tattva-6087489	99.000000	2.000000
track-Kylie+Minogue+Red+Blooded+Woman-3126025	70.000000	3.000000
track-Lady+Antebellum+Lookin'+For+A+Good+Time-2353730	122.500000	2.000000
track-Lady+Saw+I've+Got+Your+Man-5819887	95.500000	2.000000
track-LeToya+She+Don't-428426	81.000000	2.000000
track-LeToya+Torn-428424	76.000000	1.000000
track-LeToya+U+Got+What+I+Need-428422	87.500000	2.000000
track-Ledisi+Alright-1231870	87.000000	2.000000
track-Lee+Ann+Womack+Does+My+Ring+Burn+Your+Finger-5526635	64.500000	1.000000
track-Lee+Ann+Womack+Last+Call-3750608	79.000000	1.000000
track-Leeland+Count+Me+In-6337667	130.000000	3.000000
track-Leif+Garrett+When+I+Think+Of+You-3459673	84.000000	1.000000
track-Lenny+Kravitz+Again-321660	79.000000	1.000000
track-Lenny+Kravitz+I'll+Be+Waiting-2226967	77.000000	1.000000
track-Leo+Sayer+More+Than+I+Can+Say-5286255	97.000000	1.000000
track-Leona+Lewis+Better+In+Time-3721127	81.000000	2.000000
track-Leona+Lewis+Happy-6930048	76.500000	1.000000
track-Les+Nubians+Makeda-317955	86.500000	1.000000
track-Lesley+Gore+That's+The+Way+Boys+Are-7276430	125.000000	2.000000
track-Lifehouse+Blind-3381713	88.500000	2.000000
track-Lifehouse+Take+Me+Away-162068	95.000000	2.000000
track-Lil'+Flip+The+Way+We+Ball-3164950	75.000000	1.000000
track-Lil'+Kim+No+Matter+What+They+Say-1286448	106.000000	2.000000
track-Lil+Rob+Summer+Nights-8590677	87.000000	1.000000
track-Lil+Suzy+When+i+fall+in+love-7183869	137.000000	3.000000
track-Limi-T+21+Aguantalo+Ahi-1162915	160.000000	3.000000
track-Limi-T+21+Arranca+En+Fa-1587838	161.000000	3.000000
track-Limi-T+21+Me+Acordare-1162848	135.000000	3.000000
track-Limi-T+21+Perdoname-1136819	135.000000	3.000000
track-Limi-T+21+Y+Dale-272826	160.000000	3.000000
track-Lincoln+Brewster+God+You+Reign-11451171	91.000000	2.000000
track-Lincoln+Brewster+Salvation+Is+Here-3662733	111.500000	2.000000
track-Lindsay+Lohan+First-105233	133.000000	2.000000
track-Lindsay+Lohan+I+Live+For+The+Day-2197902	113.000000	2.000000
track-Lionel+Richie+My+Love-23381	64.500000	1.000000
track-Lionel+Richie+Out+Of+My+Head-453735	74.500000	1.000000
track-Little+Big+Town+Go+Tell+It+On+The+Mountain-6754341	112.000000	2.000000
track-Little+Big+Town+I'm+With+The+Band-6795020	72.000000	1.000000
track-Live+Dance+With+You-15763	78.000000	1.000000
track-Liz+Phair+Whip-Smart-324112	121.500000	3.000000
track-Lloyd+Banks+On+Fire-3894	95.000000	2.000000
track-Lonestar+I'm+Already+There-3322905	69.000000	1.000000
track-Lonestar+No+News-13363048	120.500000	3.000000
track-Lonestar+Not+A+Day+Goes+By-3322900	64.500000	1.000000
track-Lonestar+You+Walked+In-3427400	108.500000	2.000000
track-Lonnie+Gordon+Happening+All+Over+Again-243115	119.000000	3.000000
track-Los+Hermanos+Rosario+Alo-2996873	151.000000	3.000000
track-Los+Hermanos+Rosario+Rumba-2996875	141.500000	3.000000
track-Los+Soneros+del+Barrio+Evelio+Y+La+Rumba-4904288	95.000000	2.000000
track-Louis+Prima+Felicia+No+Capicia-263770	60.000000	1.000000
track-Loverboy+Heaven+In+Your+Eyes-4958637	62.000000	1.000000
track-Loverboy+Working+For+The+Weekend-4958621	146.000000	3.000000
track-Luciano+Sweep+Over+My+Soul-7367094	139.000000	2.000000
track-Lucy+Pearl+Dance+Tonight-4676678	99.000000	2.000000
track-Ludacris+Blow+It+Out-85327	77.500000	2.000000
track-Luis+Fonsi+Nada+Es+Para+Siempre-2411992	103.500000	1.000000
track-Luis+Miguel+Todo+y+Nada-1074945	82.500000	1.000000
track-Luther+Vandross+Always+And+Forever-3152092	50.000000	1.000000
track-Luther+Vandross+I'd+Rather-3315216	123.000000	3.000000
track-Lyfe+Jennings+Must+Be+Nice-6639464	77.000000	1.000000
track-MDO+So+Hard+To+Forget-5597053	72.000000	1.000000
track-MIMS+I+Did+You+Wrong-757685	93.000000	2.000000
track-Mac+Davis+Baby+Don't+Get+Hooked+On+Me-3529498	82.000000	1.000000
track-Mac+Davis+I+Believe+In+Music-3176723	70.500000	2.000000
track-Mac+Davis+One+Hell+Of+A+Woman-3529910	120.000000	2.000000
track-Mac+McAnally+You+First-6681401	75.000000	1.000000
track-Madonna+Celebration-6049275	126.000000	3.000000
track-Madonna+Live+to+Tell-6532746	55.000000	1.000000
track-Mandisa+He+Is+With+You-4511605	122.500000	2.000000
track-Mandisa+Only+The+World-3088308	98.000000	2.000000
track-Mandisa+Voice+Of+A+Savior-6221504	75.000000	2.000000
track-Mandy+Moore+Have+a+Little+Faith+in+Me-3112584	80.000000	2.000000
track-Marc+Anthony+I+Need+To+Know-5614775	60.000000	2.000000
track-Marc+Anthony+My+Baby+You-3156442	58.000000	1.000000
track-Marc+Anthony+Tragedy-4436673	128.000000	3.000000
track-Marc+Anthony+Valio+La+Pena-3477665	97.000000	2.000000
track-Marc+Anthony+Volando+Entre+Tus+Brazos-3282732	50.000000	1.000000
track-Marc+Dorsey+If+You+Really+Wanna+Know-5925989	84.500000	2.000000
track-Mariah+Carey+Butterfly-3253313	54.000000	1.000000
