ID	ARTIST	SONG TITLE	MIX	LABEL	BP GENRE	BP BPM	BP KEY
298017	Southstylers	Pounding Senses	Zany & Walt Remix	Fusion Records	Hard Dance		A# major
298020	David Tort, DJ Ruff, Gilbert Le Funk	La Girls feat. Angel De Frutos	Gilbert Le Funk Al Andalus Remix	Catch 22	House		F major
298024	David Tort, DJ Ruff	La Girls feat. Angel De Frutos	Original Dub Mix	Catch 22	House		A# major
298029	Brennan Heart	D_I_C_K_H_E_A_D	Original Mix	Fusion Records	Hard Dance		F major
298042	Santiago Nino, Francis Davila	Wombat 	Francis Davila Remix	Itzamna Recordings  (Istmo)	Progressive House		C major
298054	Subsky	Placebo Effect	Original Mix	Looq Records	Progressive House		B major
298055	DJ Zany	Sky High	Original Mix	Fusion Records	Hard Dance		A major
298058	3 Input Woman	Kill This Monkey	Original Mix	Morrison Recordings	Progressive House		A# major
298061	DJ Zany, Pavo	Big Fat Bass	Original Mix	Fusion Records	Hard Dance		A major
298076	Donkey Rollers	Strike Again 2004	Original Mix	Fusion Records	Hard Dance		D major
298078	Southstylers	Pwoap!	Original Mix	Fusion Records	Hard Dance		D major
298080	Atnarko	Donâ€™t Ya Know	Original Mix	Nightshift Recordings	Tech House		A# major
298082	Atnarko, Jimpster	Donâ€™t Ya Know	Jimpster Remix	Nightshift Recordings	Tech House		F major
298084	DJ Zany	Razzia!	Original Mix	Fusion Records	Hard Dance		G# major
298088	Donkey Rollers	Ruff	Original Mix	Fusion Records	Hard Dance		G major
298104	Audiobeats	Hello	Original Mix	Trebol Records	Electro House		C major
298109	Ever Elecma	Warrior Moment	Original Mix	Xela Digital	Techno		F major
298110	DJ Zany	Pillzz	Original Mix	Fusion Records	Hard Dance		E major
298111	DJ Zany	Forentic	Original Mix	Fusion Records	Hard Dance		B major
298115	DJ Zany	Tekno	Original Mix	Fusion Records	Hard Dance		C major
298129	DJ Zany, Pavo	99.Nine	Original Mix	Fusion Records	Hard Dance		A major
298134	Donkey Rollers	Followers	Original Mix	Fusion Records	Hard Dance		A major
298169	Marschmellows	Rough Rider	Original Mix	INFRACom!	Chill Out		F major
298170	Marschmellows	Hasten	Original Mix	INFRACom!	Chill Out		C major
298172	Marschmellows	Twilight	Original Mix	INFRACom!	Breaks		A major
298173	Marschmellows	Highflying	Original Mix	INFRACom!	Breaks		A# major
298193	Marschmellows, Sugar B., Moodorama	Swoundosophy feat. Sugar B.	Moodorama Remix	INFRACom!	House		F major
298211	Taxi	People Come Running	Original Mix	INFRACom!	Chill Out		C# major
298215	Taxi	Rely On Me	Original Mix	INFRACom!	Chill Out		A major
298216	Taxi	Want	Original Mix	INFRACom!	Chill Out		A# major
298226	Slop Shop	Verve	Remix	INFRACom!	Chill Out		F major
298236	DJ Dry, Victor Calderone	End Of Rotation	V. Calderone's 'Let Me Set You Free' Edit	Ultra	Techno		E major
298319	Marschmellows	Le Mot	Original Mix	INFRACom!	Chill Out		F major
298320	Marschmellows	Debajo del Agua	Original Mix	INFRACom!	Chill Out		A major
298327	Marschmellows	2 8 3 4	Original Mix	INFRACom!	Chill Out		D major
298332	Quentin Harris	U Donâ€™t Know feat. Cordell McClary	Big Room Mix	Strictly Rhythm	House		D major
298334	Mood II Swing	Passing Time feat. Tara J	Main Vocal Mix	Strictly Rhythm	House		F major
298397	Megashira	Microcosmos	Original Mix	INFRACom!	Drum & Bass		D# major
298398	Megashira	Static	Original Mix	INFRACom!	Chill Out		A# major
298399	Megashira	Overload	Krakpipe Remix	INFRACom!	Drum & Bass		F major
298429	Marschmellows	Katsuo	Original Mix	INFRACom!	Breaks		F major
298430	Marschmellows, Shinya Tsukamoto	Katsuo	Shinya Tsukamoto Remix	INFRACom!	Breaks		F major
298431	Marschmellows	Cruising	Original Mix	INFRACom!	Breaks		C major
298474	Marschmellows, Verona Davis	Soulpower  (Jazzanova Reworked) feat. Verona Davis	Extended Version	INFRACom!	House		A# major
298525	Marschmellows	Comprende_	Original Mix	INFRACom!	Chill Out		C major
298530	Karl Frierson, Marschmellows, Verona Davis	Emma feat. Karl Frierson, Verona Davis	Original Mix	INFRACom!	Breaks		G major
298532	Marschmellows	Cruising	Original Mix	INFRACom!	Breaks		C major
298535	Marschmellows	Katsuo	Original Mix	INFRACom!	Breaks		F major
298536	Marschmellows	King-O-Trash	Original Mix	INFRACom!	Chill Out		B major
298763	Luke Hess	Ominiscient	Original Mix	Beretta Grey	Tech House		A major
298764	Luke Hess	Omnipotent	Original Mix	Beretta Grey	Tech House		A major
298791	Agent K, J-Break, C-Vaughn, J-Virtue	Automatic	C-Vaughn & J-Virtue Remix	Digital Records	Breaks		D major
298795	Martin Bonansea, Bs As Deep	Spirit Of Force	Bs As Deep Remix	Existence Records	Progressive House		F major
298805	Stefan Braatz	About To Feel	Acid House Mix	Adapter	House		F major
298813	Redshape	Steam	Original Mix	Delsin Records	Techno		A major
298817	Quince	Clear	Original Mix	Delsin Records	Techno		C major
298824	Shaun King	Where Are We	Original Mix	Welt Recordings	Tech House		F major
298846	Junk Science	My Name Is Jacques	Original Mix	Anjunadeep	Progressive House		F major
298847	Junk Science, Simuck	My Name Is Jacques	Simucks Plastic Funk Remix	Anjunadeep	House		F major
298850	Roman Rai	Cosmic Drunk Funk	Original Mix	Solstice	Progressive House		F major
298857	Goldfish Und Der Dulz	Hobby	Original Mix	Hi Freaks	Techno		A# major
298860	Soul Mozaics	Word Up	Original Mix	Sidechain-Music	Drum & Bass		F major
298863	Raul Cremona, Fernando Ballesteros	Cocaine	Original Mix	Selecta Recordings	Techno		D# major
298865	Argy	1985	Original Mix	Liebe Detail	Tech House		F major
298866	Argy, Jerome Sydenham, Rune RK	1985	Sydenham & Rune Remix	Liebe Detail	Tech House		C major
298867	Argy	Tool	Original Mix	Liebe Detail	Minimal		A# major
298880	Axel Karakasis	Overhang	Original Mix	Relatives	Techno		A# major
298914	Comiccon, Kindervater	Komodo	Kindervater Radio Mix	Zooland Records	Trance		D major
298915	Comiccon, Kindervater	Komodo	Kindervater Remix	Zooland Records	Trance		D major
298938	Patrick Zigon	Soultray	Original Mix	Puzzle Traxx	Tech House		A major
298940	Kalabrese	Not the Same Shoes	Original Mix	Stattmusik	House		D# major
298944	Kalabrese	Heartbreak Hotel	Original Mix	Stattmusik	Chill Out		G# major
298951	Presslaboys, Romano Alfieri	Sudomagodo	Original Mix	Polar Noise	Techno		C major
298984	Astuni, Manuel Le Saux	Faith	Original Mix	Inov8 Recordings	Trance		D# major
298985	Astuni, Manuel Le Saux, Far == Away, Spiral Motion	Faith	Spiral Motion vs. Far & Away Remix	Inov8 Recordings	Trance		D# major
298986	Astuni, Manuel Le Saux, Benya	Faith	Benya Remix	Inov8 Recordings	Trance		D# major
298987	Astuni, Manuel Le Saux, Digital Nature	Faith	Digital Nature Remix	Inov8 Recordings	Trance		D# major
298989	The Chap, Hot Chip	Woop Woop	Hot Chip Remix	Loeb	Minimal		A major
298990	The Chap, Zilla	President At Last	Zilla's Premier Remix	Loeb	Electronica		G major
298992	The Chap, Vincent Oliver	Auto Where To	Vincent Oliver Remix	Loeb	Electronica		G major
298998	Cal D	Prowler	Cal's Remix	Baroque Back Catalogue	Progressive House		D# major
299003	The Southern Alliance	Monkey Jungle	Original Mix	Autist Records	Minimal		A major
299008	Dende, Max 4, Cortella	Satis Made	Cortella Remix	Nuhar Records	Techno		B major
299025	Chris Lake, Funkagenda, Micky Slim	Carry Me Away feat. Emma Hewitt	Micky Slim & Funkagenda's Spank'd Mix	Rising Music	Tech House		A major
299031	Joe Montana, Andrea Introvigne	Saziable	Original Mix	Nuhar Records	Minimal		G major
299032	Joe Montana, Andrea Introvigne	Saziable	Introvigne Zero 8 Mix	Nuhar Records	Techno		G major
299040	Maurizio Ruggiero	Airlock	Original Mix	Nuhar Records	Techno		F major
299041	Itamar Sagi	Cancun	Original Mix	Be As One	Tech House		F major
299050	Chris Liebing	D	Original Mix	CLR	Techno		A major
299059	Tigerskin	Desperate Mouselives	Original Mix	Laka-Tosh	Tech House		G major
299063	Moritz Piske	Ein Kanguruh Im Klubraum	Original Mix	Laka-Tosh	Techno		A major
299064	Gennaro Rossi	Purple Haze	Original Mix	Laka-Tosh	Techno		E major
299071	The Factory, Wally Lopez	Couldn't Love You More	Wally Lopez Remix	Toolroom	Tech House		A major
299073	The Factory, Mark Storie	Couldn't Love You More	Mark Storie Remix	Toolroom	Electro House		E major
299074	The Factory	Couldn't Love You More	Dub Mix	Toolroom	House		A major
299075	The Factory, Manifest	Couldn't Love You More	Manifest Remix	Toolroom	Drum & Bass		A major
299114	Trick == Kubic	Container	Original Mix	Great Stuff Recordings	Electro House		G# major
299157	David Penn, Dave Storm, Montilla  (Aka David Penn)	Plastic People	Montilla Remix	Urbana Recordings	Progressive House		F major
299159	Porno, Kortezman	Gonna Shake It	Kortezman Club Mix	Deeperfect Records	Progressive House		A major
299160	Porno, Kortezman	Gonna Shake It	Kortezman Dub Mix	Deeperfect Records	Progressive House		A major
299191	Gus Brown	Breathe	Original Mix	Mixtape Records	Techno		A major
299298	Ramatis	Fresh feat. Rose Max	Original Mix	UC Music	Chill Out		F major
299300	Ramatis	Sem Complicacao feat. Rose Max	Original Mix	UC Music	Chill Out		G major
299306	Leo Janeiro, CIC	So Freak Me	Original Mix	UC Music	House		C major
299310	Global Cee	Alive	Global Mix	Druck Records	Trance		C major
299311	Global Cee	Alive	Cee Mix	Druck Records	Trance		C major
299355	Wipes	Bang	Mass In Orbit Remix	Druck Records	Trance		G major
299365	Kan Cold	Restart	Original Mix	Druck Records	Trance		F major
299396	Quarks	Wiederkomm	Original Mix	Monika Enterprise	Chill Out		A major
299401	Jimmy Ponzio, Ruanne, Alex Alicea	I Got Something For You feat. Sarah Tancer	Alex Alicea aka Who Da Funk vs. Jimmy Ponzio Mix	Subliminal Records	House		A major
299450	Florida	The Girl On The Escalator	Original Mix	Monika Enterprise	Electronica		A# major
299451	Florida	Hymn For Her	Original Mix	Monika Enterprise	Electronica		G major
299452	Cajjmere Wray	Biggest Mistake feat. Sasha	Original Radio Edit	Hi-Bias Records	House		F major
299453	Cajjmere Wray	Biggest Mistake feat. Sasha	Original Club Mix	Hi-Bias Records	House		F major
299454	Cajjmere Wray	Biggest Mistake feat. Sasha	Cajjmere Wray's Tribal Radio Edit	Hi-Bias Records	House		C major
299455	Cajjmere Wray	Biggest Mistake feat. Sasha	Cajjmere Wray's Peak Hour Tribal Mix	Hi-Bias Records	House		C major
299456	Cajjmere Wray	Biggest Mistake feat. Sasha	Cajjmere Wray's Darker Tribal Dub	Hi-Bias Records	House		C major
299457	Cajjmere Wray, Etienne Ozborne	Biggest Mistake feat. Sasha	Etienne Ozborne Remix	Hi-Bias Records	Electro House		F major
299459	Cajjmere Wray, Solar Sun	Biggest Mistake feat. Sasha	Solar Sun Tribulation Remix	Hi-Bias Records	Electro House		F major
299462	Quarks	Fallen  (Werden Wir Alle In Grossen Spiralen Aus Dem Himmel Gespuckt)	Schneider TM Mix	Monika Enterprise	Electronica		A major
299464	Quarks	Dunkeln	Jamie Hodge Mix	Monika Enterprise	Electronica		B major
299465	Plastic Operator	The Pleasure Is Mine	Original Mix	Fine Day Records	Electronica		E major
299466	Plastic Operator	Peppermint	Original Mix	Fine Day Records	Electronica		F major
299467	Plastic Operator	Folder	Original Mix	Fine Day Records	Electronica		G major
299468	Plastic Operator	Couch	Original Mix	Fine Day Records	Electronica		A major
299469	Plastic Operator	Home 0207	Original Mix	Fine Day Records	Electronica		C major
299470	Plastic Operator	Parasols	Original Mix	Fine Day Records	Electronica		G major
299471	Plastic Operator	Special Case	Original Mix	Fine Day Records	Electronica		C major
299472	Plastic Operator	Another Sound	Original Mix	Fine Day Records	Electronica		G major
299473	Plastic Operator	Why Don't You_	Original Mix	Fine Day Records	Electronica		F major
299474	Plastic Operator	Singing All the Time	Original Mix	Fine Day Records	Electronica		G major
299475	Plastic Operator	The Long Run	Original Mix	Fine Day Records	Electronica		F major
299482	Contriva	Kapitan	Original Mix	Monika Enterprise	Chill Out		A major
299483	Komeit	End Of Camp	Original Mix	Monika Enterprise	Chill Out		G major
299486	Zigarettenrauchen	Manner feat. Rosa	Original Mix	Monika Enterprise	Chill Out		A major
299488	Contriva	The Things You Said	Dm Coverversion Mix	Monika Enterprise	Chill Out		G major
299489	Komeit	Don't Call	Original Mix	Monika Enterprise	Chill Out		D major
299490	Quarks, James Figurine	Sonntag	James Figurine Some Sundays Mix	Monika Enterprise	Chill Out		F# major
299491	Barbara Morgenstern	Eine Verabredung	Original Mix	Monika Enterprise	Chill Out		D major
299492	Contriva, Tom Thiel	8 Eyes	Tom Thiel Mix	Monika Enterprise	Chill Out		A major
299493	Contriva	Stuck	Original Mix	Monika Enterprise	Chill Out		A major
299494	Quarks	Insicherheit	kikyo Mix	Monika Enterprise	Chill Out		G major
299497	DJ Rilla	Jah Hear Me	Original Mix	Dub Chamber Recordings	Drum & Bass		A major
299503	Natty Ruler	Steppin Out	Original Mix	Dub Chamber Recordings	Drum & Bass		G major
299507	Scotto	Pop Gunz	Original Mix	Dub Chamber Recordings	Drum & Bass		F# major
299509	Barbara Morgenstern	Eine Verabredung	Original Mix	Monika Enterprise	Chill Out		D major
299511	Barbara Morgenstern	37 Grad	Original Mix	Monika Enterprise	Electronica		D major
299513	Barbara Morgenstern	Der Wunsch Teil 4	Original Mix	Monika Enterprise	Electronica		C# major
299546	Jerome Robins, Tom Sawyer	Time Will Tell	Tom Sawyer Mix	Release Records	Progressive House		F major
299547	Denis Naidanow	Night Club	Original Mix	Chateau Funk	House		A major
299616	Christoph Schindling	Dungeon Keeper	Original Mix	3rd Wave Music	Tech House		E major
299624	Kaiak, Emix, D Lewis	Punkt	D.Lewis & Emix Remix	Acid 80	Electro House		E major
299625	DJ Simone Ninu, Gabriele Musta	Bonito	Original Mix	Acid 80	Tech House		C major
299654	Cubic, Tommyboy	Superflyin	Tommyboy Edit	Stereo Unreleased Trax	Tech House		G major
299657	Cubic, David Lara	Superflyin	David Lara Bassline Revenge Remix	Stereo Unreleased Trax	Progressive House		C major
299665	Interstate	Hide And Seek	Original Mix	Bonzai Classics	Trance		G# major
299667	Mass Effect	Alphascan	Original Mix	Bonzai Classics	Trance		A major
299668	Medicen Men	Trainspotter	Original Mix	Bonzai Classics	Trance		A major
299669	Mystic Friends	Night Creatures	Original Mix	Bonzai Classics	Trance		F major
299679	Markus Schulz, Markus Schulz	Never Be The Same Again feat. Carrie Skipper	Markus Schulz Coldharbour Mix	Armada Music Bundles	Trance		C major
299681	Tenishia	Five	Original Mix	Armada Music Bundles	Trance		C major
299687	Sarah Goldfarb	Crashed By Society	Original Mix	Treibstoff	Techno		A major
299690	Pfirter, Sonodab	Terror Logico	Sonodab Remix	Trazable Recordings	Techno		A major
299701	David Forbes	Better World	Original Mix	Armada Music Bundles	Progressive House		D# major
299725	The Blackmaster	Black Is Back	Original Mix	Bonzai Classics	Trance		F# major
299729	Walky Talky	Liberation	Original Mix	Bonzai Classics	Trance		C major
299739	Bionik Phunk	Nie feat. Sugar Caine	Original Mix	Audiophonica	Electronica		F major
299743	Bionik Phunk, DBN	Rocket Powder	DBN's Electric Fix	Audiophonica	Progressive House		A major
299754	Joe Montana, Andrea Introvigne, Stereologic	Saziable	Stereologic Love Mix	Nuhar Records	Tech House		A major
299761	The Timewriter	Handsome Machine	Original Mix	Plastic City	House		F major
299764	The Timewriter	Flicking Pages	Original Mix	Plastic City	Progressive House		C major
299767	The Timewriter	Heartstring	Original Mix	Plastic City	Tech House		A# major
299769	The Timewriter, Mary Joe	Mary's Wisdom	Original Mix	Plastic City	House		F major
299772	The Timewriter	Night Train	Original Mix	Plastic City	Deep House		A# major
299773	The Timewriter	Soulstickers	Original Mix	Plastic City	Chill Out		F major
299782	Hubbard, Weber	Aphrodite	Original Mix	Bonzai Classics	Trance		A major
299786	Soyuz	Overheated	Original Mix	Bonzai Classics	Trance		F major
299789	The Astronaut	Cosmic Trash	Original Mix	Bonzai Classics	Trance		D# major
299792	Tribal Warriors	Spirits In Love	Original Mix	Bonzai Classics	Trance		F major
299800	Agnes  (ch)	Bass Music For Bass People	Original Mix	Einmaleins Musik	Minimal		C major
299801	Agnes  (ch)	Anger Therapy	Original Mix	Einmaleins Musik	Minimal		A major
299807	Precious X Project	Dukkha's Revenge	Radio Edit	d_vision records	Electro House		D# major
299808	Precious X Project, Libex, Giorgio Prezioso	Dukkha's Revenge	Giorgio Prezioso vs. Libex Remix	d_vision records	Electro House		D# major
299809	Precious X Project, Orazio Fatman	Dukkha's Revenge	Orazio Fatman Remix	d_vision records	Progressive House		C major
299810	Precious X Project, Pornocult	Dukkha's Revenge	Pornocult Mix	d_vision records	Tech House		D# major
299811	Precious X Project	Dukkha	Original Version	d_vision records	Hard Dance		D# major
299812	Precious X Project, Rome	Dukkha	Rome Remix	d_vision records	Hard Dance		E major
299817	2 Figli Deep	One For The Angels	Original Mix	Eklero Records	Minimal		F major
299820	2 Figli Deep	Where Is Everybody	Original Mix	Eklero Records	Minimal		G# major
299832	Starecase	See	Original Mix	Hope Recordings	Progressive House		C# major
299834	Starecase, Timo Maas	See	Timo Maas Remix	Hope Recordings	Progressive House		C# major
299835	Starecase	See	Starecase Club Mix	Hope Recordings	Progressive House		C# major
299836	Starecase, Rulers Of The Deep	See	Rulers Of The Deep Mix	Hope Recordings	Progressive House		C# major
299847	Woody B., Woody Bianchi	Holdin' On feat. Brent St. Clair	Woody Bianchi Club Mix	d_vision records	House		A major
299849	Woody B., Kris Reen	Holdin' On feat. Brent St. Clair	Kris Reen Sunshine Mix	d_vision records	House		D major
299861	Leon, Greenbeam	26 Poisoner Tablet	Original Mix	Piso Records	Minimal		C major
299862	Violett	Isabella	Original Mix	Einmaleins Musik	Minimal		F major
299868	Harlem Hustler	Feeling	Dub Mix	d_vision records	House		A# major
299869	Harlem Hustler	Love Is The Answer	Harlem Hustler Vocal Mix	d_vision records	House		A major
299870	Harlem Hustler	U Can Do It	Harlem Hustler Club Mix	d_vision records	House		D major
299879	Apoll	Never Mind My 987	Original Mix	Preset	Minimal		A# major
299887	DJ Memo, Fran Egea	12345678910	Fran Egea Remix	Porno School	Breaks		F major
299890	Arnaud Le Texier, Luciano Esse	Awakenings	Original Mix	Safari Electronique	Minimal		A major
299904	Derek Carr	Ray Of Light	Original Mix	Nice & Nasty	Deep House		G major
299905	Produse	Prayer For Produse	Original Mix	Nice & Nasty	Electro House		C# major
299932	Mr. Fiction	Open Door	Original Mix	Unreleased Digital	Electro House		F major
299933	Mr. Fiction	First Bullet	Original Mix	Unreleased Digital	Electro House		C major
299943	Mario Ranieri	Bummnoglzua  (Deep 'Veisalgia')	Original Mix	Stay Up Forever	Techno		A major
299945	Mario Ranieri	Bummnoglzua  (Clanking 'Bummnoglzua')	Original Mix	Stay Up Forever	Techno		A major
299968	DJ Nasty	U Scared	Original Mix	Motor City Electro Company	Techno		A major
299970	DJ Nasty	Wait A Minute	Original Mix	Motor City Electro Company	Techno		E major
299976	Paolo Bolognesi, Jurgen Cecconi	Oh My God	Jurgen Cecconi Remix	Fahrenheit	Electronica		A major
299977	Popstitute, Cencios	Believe	Cencios Mix	Fahrenheit	Electronica		F# major
299978	A.P.	Tribal Perks	Original Mix	Yolk	Techno		F major
299994	JPLS, Skoozbot	Green 01	Skoozbot's Twilite Remix	Minus	Minimal		A# major
299995	JPLS	Twilite 6.1	Original Mix	Minus	Minimal		D major
307186	Cut La Roc	Crazy Dope Pimp Shxt	Original Mix	Rocstar Recordings	Breaks	128	E major
307425	Scarletti	My Tee	Original Mix	Krispy Beatz Recordings	Breaks	72	C major
312995	X-Dream	Coming Soon	Original Mix	Etnicanet Records	Psy-Trance	142	D# major
315480	Frank Maurel, Machado Jr.	Let Yourself Flow	Original Mix	Lajja Recordings	House	126	D major
316031	Gitana	Talkin' Bout A Revolution	S.O.B. Mix	Hi-Bias Records	House	139	C# major
323868	Terry Lee Brown Junior, Alter Ego	Back To Reception	Alter Ego Remix	Plastic City	Techno	131	D major
326117	Velvet Girl	Velvet	Vocal Trance Mix	Green Martian	Trance	136	A major
328299	The Funk Lab	Prospecting For Life	Original Mix	Funk Lab Records	Breaks	134	D major
330141	Q-Baze	You'll Find The Way	Original Mix	Manifold Records	Breaks	130	F# major
331595	DJ Mouse	Fushion Beats	Original Mix	Bliss Point Recordings	Techno	120	D major
332026	Bubbles	Bidibodi Bidibu	2007 Re-Edit Extended	Tunnel	Hard Dance	133	E major
333831	Project P.	Feel It	Original Mix	Manifold Records	Breaks	135	F# major
335862	Diovanni, JC Mazter	I Like To Dance feat. Alex Hunt	Part 1 Mix	Tronic B7 Records	Progressive House	129	C major
349463	Tanja La Croix	Bikini	Original Mix	Unreleased Digital	Progressive House	124	D major
350773	Lutzenkirchen, Joseph Disco, Micky Monzza	Bounce Baby	Original Mix	Great Stuff Recordings	Electro House	129	F major
356905	Santos, Maskio	Somatique	Maskio Bongotronik Mix	Hell Yeah	Techno	128	D major
358893	Madison Park, Paul T, Triple One	All About The Groove	Triple One's Deep Dub	BasicLUX Records	Progressive House	128	C major
367369	Midnight Society, Midnight Society, Corbo	That’s It feat. Corbo & Mirage	Midnight Society & Corbo Mix	Stealth Records	House	129	D major
371036	The Pharcyde, J Dilla (aka Jay Dee)	She Said	Remix Instrumental	Delicious Vinyl	Hip-Hop	79	A major
373434	Jerome Robins	Hysteria	Original Mix	Polytechnic Recordings	Progressive House	130	D major
384265	Sub Focus	Bluenote	Original Mix	Frequency	Drum & Bass	87	E major
384364	MLO, David Thomas	Fish Shack	Original Mix	Lo Recordings	Chill Out	133	A# major
385707	Gabriele D'Andrea, Andy Funk	Blow	Jump Mix	Reshape	House	128	D major
386088	Re-fuge, CJ Stone, Milo	So Real feat. Nicole Tyler	Milo & CJ Stone Dub Mix	Embassy One	Trance	140	D major
388664	Patrick Bunton, Tremor, Thera	Blow Job	Thera Vs. Tremor Mix	Tunnel Records	Hard Dance	140	A major
392321	Marco Bailey	Scorpia	Original Mix	Bonzai Back Catalog	Trance	150	F# major
396112	Casual	It's All Good	Original Mix	Hieroglyphics Imperium	Hip-Hop	94	E major
400929	Eric H	The Lights	Original Mix	Hotflush Recordings	Dubstep	93	C major
401815	White Girl Lust	Go & Get It feat. Spoek	Original Mix	Solid Bump	Hip-Hop	122	C# major
402978	Kryptic Minds, Leon Switch	Simple To Lose	Original Mix	Hostile Recordings	Drum & Bass	87	D major
408635	Dbta	Nose To Nose	Original Mix	Resopal Schallware	Minimal	126	D major
410637	Vandall	If You Want (My Love)	Original Mix	Trancewarez	Hard Dance	144	F major
431138	Random Play	Hovvy Roller	Original Mix	Puzzle Traxx	Electro House	125	E major
431805	Sonny Aka	Submerge	Original Mix	Tunnel	Hard Dance	144	G# major
432966	Brad Hed, Vandalism	The Girlz & Boyz	Vandalised Dub	Z Records	Electro House	127	D major
435271	Klems, Liloo	Green Day	Original Mix	Greenspot Music	Trance	135	B major
441969	Beat Assassins	We Run Tings	Original Mix	Mofo Recordings	Breaks	132	E major
443912	Komonazmuk	Fear	Original Mix	Mode Recordings	Dubstep	140	G# major
446875	Stefano Noferini, Mario Ochoa	Till You Come Back feat. Peyton	Mario Ochoa Dub Mix	Deeperfect Records	House	127	D major
450431	Dousk	Hammer	Original Mix	Vapour Recordings	Progressive House	126	E major
451169	Rob Jackson	My Crew	Original Mix	Nervous Records Hip Hop	Hip-Hop	170	C# major
457131	Richard Bahericz & Claude Njoya	Electrochoc feat. Miss Kitty	Vocal Mix	Mone Music	Electro House	130	E major
460731	Sheek Louch	45 Minutes To Broadway	Clean Mix	KOCH Records	Hip-Hop	91	A major
461880	Savannah Joe	Elevation	SJ's Ho Down Dub	Fuego Recordings	Trance	135	D major
466208	Kobain	K.O. Bain	Original Mix	Major League Entertainment	Hip-Hop	84	B major
470136	Louis Slipperz, RawDog	Eleventh Hour	Original Mix	Rawdog	Hip-Hop	95	F# major
471711	Crying Freemen	You Can Loose Your Mind	Original Mix	Kagdila Records	Psy-Trance	145	G minor
482720	Iken	In Touch	Original Mix	Real Soon	Deep House	124	D major
486117	Ajk	Technostrobo	Original Mix	Tunnel	Hard Dance	140	B major
486395	Galaxy 68, Flowtex	DJ Play My Song	Flowtex Extended Mix	Amathus Music	Trance	142	F# major
487971	Adamatic	Sad Song	Original Mix	Bomb Hip Hop	Hip-Hop	90	C major
489351	2face Idibia	African Queen	MkD Remix	Kennis Music	Hip-Hop	78	A# major
489613	Molemen, PNS	No Axe	Instrumental	Molemen Records	Hip-Hop	85	C# major
491529	Timbuktu	Vibb aktuellt	Original Mix	Mahjong Music	Hip-Hop	100	D major
495613	Cephalonya	Mind Your Step	Original Mix	Load Recordings	Progressive House	128	D major
497517	Rufige Kru	Vip Riders Chost (The Origin)	Original Mix	Metalheadz	Drum & Bass	111	D major
501476	Nobody Famous	Growing Up Famous	Original Mix	Abstract Logic Recordings	Hip-Hop	85	D major
501562	Anansi	Never Where	Original Mix	DubKraft Records	Dubstep	140	C major
503690	Subb-an, Matt Mancini	Italia Subculture	Subb-an Re-Edit	Leftroom Limited	Techno	128	D major
508703	DJ Shine, Teknostep	No Turning Back feat. Jenna Anderson	Original Mix	Nice & Smooth	Deep House	130	E major
512956	DJ Thoka, DJ Taylor, DJ Flow, Kosmonova	You Make Me Feel So Goood	Kosmonova's Hard-Experience Remix	TK Music Only	Hard Dance	141	D major
515806	Canelason	Hommes De Passage	Original Mix	Believe	Hip-Hop	164	C# major
521598	Electric Noise	If You Wanna Dance	Electric Noise Mix	Venus Records	Electro House	128	C# major
522851	Miro Pajic	Disappear In The Fog	Original Mix	Lazerslut	Minimal	128	D major
528454	Altz	Dressing	Original Mix	Bear Funk	Deep House	123	B major
533963	Tikal	Sunshine Middle East	Remix	Planet B.E.N. Records	Psy-Trance	145	G minor
536497	Minimanima	Wise Moments	Original Mix	Axum Records	Techno	123	D major
542315	Dimiz	The Electric Universe	Original Mix	Balkan Connection	Tech House	125	B major
542876	Atlantic Connection	Water	Original Mix	Advanced Recordings (UK)	Drum & Bass	86	D major
558054	Sebrok	Almost Famous	Original Mix	Paso Music	Techno	124	C# major
561086	Nu-Tone	123FM (Nobody Like You)	Original Mix	Tangent	Drum & Bass	116	B major
563669	Chris Fraser, Ben Colin	Don't Bullshit Me feat. Marcie	Ben Colin Mix	System Recordings	Progressive House	130	E major
574098	Mephisto Odyssey, Peter Paul	Superphonic	Peter Paul Remix	Groove Quest	Breaks	132	A# major
574896	Shin Nishimura	Bully Boy	Original Mix	Plus Records (Plus Tokyo)	Techno	125	A# major
575766	Yotopia, Aerospace	3Delusions	Aerospace Remix	Spin Twist Records	Psy-Trance	138	A major
578325	Alert	Oblivion Cringe	Original Mix	Oblivion Fringe	Dubstep	121	E major
580557	Jeff Miller	Robot 7	Robotic Edit	Telepathy	Techno	133	A# major
585098	Klartraum	Control-C	Original Mix	Gastspiel Records	Minimal	128	A major
588558	Thes One	Montage Minnesota	Original Mix	Tres Records	Hip-Hop	174	C major
588879	Jazzsteppa	Five	Original Mix	MG77 Recordings	Dubstep	150	F major
598701	Fred Baker	Voices	Original Mix	[PIAS] Recordings	Trance	138	D major
601207	Tricky	Coalition	Original Mix	Domino	Hip-Hop	93	D major
603802	Lopez, Ave Blaste	Drakefield Soul	Original Mix	Keep Up!	Breaks	107	D major
605407	Christian Sims	Tom In Da Beat	Club Mix	Believe Electro	Electro House	128	D major
608572	Biz	Promiseland	Original Mix	Cliq Records	Techno	120	D major
608703	Titus1, Erga	Couture	Electro Selectah Erga Remix	Total Wipes	Electro House	128	D major
611801	Frenessy	Frequency Request	Frenessy Remix	AP Records	Psy-Trance	147	A major
611928	DJ Luciano Mancini	Got	Original Mix	Traxbit	Electro House	126	E major
