4870279	97	Eb	Hip-Hop
4873800	140	G#m	Dubstep
4878879	128	E	Trance
4885376	128	C#m	House
4887623	140	E	Hard Dance
4887778	122	Gm	Deep House
4906181	90	Dm	Hip-Hop
4906900	142	Fm	Hard Dance
4907717	120	Bm	Breaks
4912830	130	Cm	Breaks
4917696	102	G#m	Hip-Hop
4920129	198	Fm	Hard Dance
4943671	128	Ab	Electro House
4944953	175	Gm	Drum & Bass
4946269	152	Fm	Hard Dance
4970565	128	B	Progressive House
4974176	156	Fm	Hard Dance
4975002	76	Db	Hip-Hop
4992440	128	Db	Electro House
4998705	142	Bm	Hard Dance
5031142	130	Db	Electro House
5048299	100	Em	Breaks
5054157	134	F	Trance
5057312	128	G#m	Electro House
5059176	177	C#m	Drum & Bass
5066211	140	Cm	Dubstep
5092947	139	Em	Trance
5095717	118	F#	House
5106232	150	F#m	Hard Dance
5120148	180	Cm	Drum & Bass
5123514	120	Bb	House
5124850	128	G#m	Electro House
5133242	128	Gm	Electro House
5135485	128	F#m	Progressive House
5138597	126	Gm	House
5144599	120	Eb	Breaks
5148970	0	Ab	Electronica
5152629	111	Em	Deep House
5157102	137	F#m	Trance
5159908	130	C#m	Breaks
5186642	125	Cm	Chill Out
5187049	100	Bbm	House
5192554	70	Em	Dubstep
5207006	128	Am	Electro House
5211090	87	Fm	Drum & Bass
5215470	116	G#m	House
5234073	124	C#m	Minimal
5234318	135	G	Breaks
5245862	130	Ebm	Electronica
5263861	70	C#m	Dubstep
5272649	124	Bm	Deep House
5279212	124	F#m	Tech House
5287841	124	Bb	House
5296203	100	G#m	Chill Out
5299867	133	B	Electronica
5309154	88	Fm	House
5315479	125	Em	Deep House
5324261	150	Gm	Hard Dance
5329278	174	Fm	Drum & Bass
5338500	120	C#m	Electronica
5344837	60	C#m	Hip-Hop
5351971	128	Gm	Minimal
5359592	128	Bb	Progressive House
5371595	128	F#m	Deep House
5380961	127	Cm	House
5393783	136	G#m	Psy-Trance
5403134	130	Fm	Progressive House
5404020	108	Fm	Breaks
5404068	120	Bbm	Deep House
5411517	142	Em	Hard Dance
5415462	126	Fm	Minimal
5419394	128	Fm	Minimal
5420676	90	Ab	Chill Out
5427061	174	A	Drum & Bass
5428785	160	Cm	Drum & Bass
5429242	128	C#m	Electro House
5441797	85	Fm	Hip-Hop
5443161	70	Fm	Dubstep
5456553	140	Cm	Breaks
5458695	120	Fm	Deep House
5466977	137	Em	Psy-Trance
5467340	126	Ebm	House
5478004	128	Bbm	House
5492171	70	Fm	Dubstep
5492384	70	B	Dubstep
5495991	128	Ebm	Techno
5497219	124	Ebm	Deep House
5498352	128	Fm	Minimal
5545112	77	C	Chill Out
5547982	128	Eb	Progressive House
5558264	128	Cm	Tech House
5568606	73	C#m	Dubstep
5575647	180	Bbm	Drum & Bass
5580807	175	Gm	Drum & Bass
5594806	150	Bb	Hard Dance
5611816	140	Eb	Chill Out
5612854	118	C#m	Deep House
5618695	130	Cm	Breaks
5630800	136	Bm	Psy-Trance
5653983	122	D	Deep House
5654170	136	F#m	Breaks
5672671	136	Bm	Psy-Trance
5687266	140	C#m	Dubstep
5697805	136	A	Electronica
5728532	122	Em	Deep House
5734184	82	Cm	Hip-Hop
5736132	137	E	Psy-Trance
5739130	138	Bm	Trance
5742777	123	G#m	Tech House
5769455	94	Ab	Chill Out
5795173	128	Fm	Minimal
5813087	135	Em	Psy-Trance
5821511	115	Bm	Deep House
5831818	116	Ab	Deep House
5855468	123	Ebm	Tech House
5866030	123	C#m	Electronica
5874377	150	F#m	Hard Dance
5876668	128	Cm	Minimal
5886473	120	Bb	Deep House
5888808	172	Bbm	Drum & Bass
5925664	124	Cm	Tech House
5948622	138	Dm	Psy-Trance
5955816	130	Fm	Electro House
5956160	175	Cm	Drum & Bass
5971086	118	Eb	Deep House
5980991	124	Dm	House
5986917	66	Ab	Chill Out
5996975	128	Gm	Electro House
5998113	128	F#m	Electro House
6003575	127	G	Deep House
6011574	125	Gm	Deep House
6027087	125	F#	Trance
6039665	125	F#	Deep House
6042784	140	Fm	Psy-Trance
6051774	172	Fm	Drum & Bass
6062914	102	C#m	Hip-Hop
6065388	150	Ab	Hard Dance
6067929	135	Dm	Psy-Trance
6086331	60	Ab	Chill Out
6087559	123	Bb	Tech House
6105589	130	Db	Breaks
6107169	130	Bm	Breaks
6131590	140	Fm	Dubstep
6144221	123	Em	Deep House
6147973	128	Bb	House
6150686	125	D	Dubstep
6160319	125	Bb	Deep House
6165907	128	F#	Trance
6168356	128	Bm	Electro House
6199830	128	Ebm	Techno
6218674	120	Fm	Deep House
6220367	126	D	Tech House
6220395	128	Bb	Electro House
6221323	94	F#	Electronica
6222804	136	Em	Psy-Trance
6227783	130	Ab	Progressive House
6230588	175	Cm	Drum & Bass
6243629	138	Fm	Psy-Trance
6247002	123	G#m	Progressive House
6275472	175	Fm	Drum & Bass
6275984	123	Em	Deep House
6276803	142	Fm	Psy-Trance
6282277	120	Fm	House
6282761	138	F#	Progressive House
6283681	128	C#m	Minimal
6289424	123	Bm	Tech House
6290068	138	F#m	Breaks
6294281	95	F#m	Hip-Hop
6308736	120	C#m	Deep House
6313807	124	Gm	Hip-Hop
6316062	140	Em	Psy-Trance
6317186	125	C#m	Electronica
6320574	145	Fm	Psy-Trance
6327674	115	Bbm	Hip-Hop
6332784	140	Bbm	Trance
6346876	85	G#m	Dubstep
6359688	77	Cm	Hip-Hop
6379893	128	Bb	Techno
6390202	100	G#m	Hip-Hop
6394765	89	Am	Hip-Hop
6420899	128	Em	Hard Dance
6435742	122	Dm	Deep House
6439567	135	Dm	Breaks
6461913	128	C#m	Electro House
6462754	126	Gm	Techno
6469727	135	Em	Breaks
6476511	78	Fm	Hip-Hop
6487073	124	F#m	Deep House
6529435	120	Cm	Techno
6535130	132	Em	Breaks
6537998	123	E	Deep House
6563157	90	Bm	Hip-Hop
6574410	96	A	Hip-Hop
